state,county,program_type,plan_name,parent_org,geographic_region,medicaid_enrollment,dual_enrollment,total_enrollment,source_url,source_year,notes
CO,Denver,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08031,,,39062,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Dolores,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08033,,,429,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Douglas,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08035,,,32370,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Eagle,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08037,,,6656,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,El Paso,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08041,,,64120,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Elbert,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08039,,,3063,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Fremont,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08043,,,5530,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Garfield,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08045,,,9461,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Gilpin,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08047,,,599,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Grand,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08049,,,2090,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Gunnison,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08051,,,2319,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Hinsdale,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08053,,,179,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Huerfano,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08055,,,1267,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Jackson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08057,,,253,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Jefferson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08059,,,47342,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Kiowa,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08061,,,298,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Kit Carson,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08063,,,1421,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,La Plata,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08067,,,9439,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Lake,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08065,,,754,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Larimer,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08069,,,40624,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Las Animas,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08071,,,2336,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Lincoln,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08073,,,721,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Logan,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08075,,,2836,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Mesa,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08077,,,22469,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Mineral,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08079,,,211,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Moffat,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08081,,,2359,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Montezuma,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08083,,,5307,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Montrose,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08085,,,7718,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Morgan,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08087,,,3471,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Otero,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08089,,,1866,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Ouray,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08091,,,1309,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Park,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08093,,,2476,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Phillips,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08095,,,901,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Pitkin,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08097,,,3103,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Prowers,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08099,,,2143,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Pueblo,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08101,,,15516,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Rio Blanco,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08103,,,1060,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Rio Grande,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08105,,,2006,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Routt,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08107,,,4380,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Saguache,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08109,,,954,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,San Juan,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08111,,,143,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,San Miguel,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08113,,,1037,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Sedgwick,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08115,,,676,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Summit,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08117,,,3393,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Teller,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08119,,,3557,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Washington,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08121,,,823,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Weld,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08123,,,26028,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
CO,Yuma,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 08125,,,1742,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
DC,District of Columbia,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 11001,,,64036,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
FL,Alachua,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 12001,,,31696,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
FL,Baker,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 12003,,,3121,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
FL,Bay,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 12005,,,25299,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
FL,Bradford,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 12007,,,3114,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
FL,Brevard,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 12009,,,89807,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
FL,Broward,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 12011,,,133287,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
FL,Calhoun,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 12013,,,1179,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
FL,Charlotte,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 12015,,,38706,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
FL,Citrus,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 12017,,,28037,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
FL,Clay,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 12019,,,29670,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
FL,Collier,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 12021,,,76957,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
FL,Columbia,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 12023,,,8894,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
FL,DeSoto,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 12027,,,3298,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
FL,Dixie,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 12029,,,1812,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
FL,Duval,Medicare FFS (Original Medicare),Medicare FFS,Medicare (Federal),FIPS 12031,,,91456,https://data.cms.gov/summary-statistics-on-beneficiary-enrollment/medicare-and-medicaid-reports/medicare-monthly-enrollment,2026-05,[source: CMS Medicare Monthly Enrollment 2026-05; ORGNL_MDCR_BENES]
