state,county,program_type,plan_name,parent_org,geographic_region,medicaid_enrollment,dual_enrollment,total_enrollment,source_url,source_year,notes
AZ,Apache,Marketplace QHP,Blue Cross Blue Shield (BCBS — affiliate varies) (Marketplace),Blue Cross Blue Shield (BCBS — affiliate varies),FIPS 04001,,,1599,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Blue Cross Blue Shield of Arizona]
AZ,Cochise,Marketplace QHP,Centene (Marketplace),Centene,FIPS 04003,,,3299,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Arizona Complete Health]
AZ,Cochise,Marketplace QHP,Blue Cross Blue Shield (BCBS — affiliate varies) (Marketplace),Blue Cross Blue Shield (BCBS — affiliate varies),FIPS 04003,,,1102,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Blue Cross Blue Shield of Arizona]
AZ,Cochise,Marketplace QHP,Aetna (CVS Health) (Marketplace),Aetna (CVS Health),FIPS 04003,,,596,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: BannerAetna]
AZ,Coconino,Marketplace QHP,Blue Cross Blue Shield (BCBS — affiliate varies) (Marketplace),Blue Cross Blue Shield (BCBS — affiliate varies),FIPS 04005,,,2960,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Blue Cross Blue Shield of Arizona]
AZ,Coconino,Marketplace QHP,Centene (Marketplace),Centene,FIPS 04005,,,2944,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Arizona Complete Health]
AZ,Coconino,Marketplace QHP,Aetna (CVS Health) (Marketplace),Aetna (CVS Health),FIPS 04005,,,1063,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: BannerAetna]
AZ,Gila,Marketplace QHP,Centene (Marketplace),Centene,FIPS 04007,,,1144,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Arizona Complete Health]
AZ,Gila,Marketplace QHP,Aetna (CVS Health) (Marketplace),Aetna (CVS Health),FIPS 04007,,,965,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: BannerAetna]
AZ,Gila,Marketplace QHP,Blue Cross Blue Shield (BCBS — affiliate varies) (Marketplace),Blue Cross Blue Shield (BCBS — affiliate varies),FIPS 04007,,,503,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Blue Cross Blue Shield of Arizona]
AZ,Graham,Marketplace QHP,Centene (Marketplace),Centene,FIPS 04009,,,1158,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Arizona Complete Health]
AZ,Graham,Marketplace QHP,Blue Cross Blue Shield (BCBS — affiliate varies) (Marketplace),Blue Cross Blue Shield (BCBS — affiliate varies),FIPS 04009,,,430,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Blue Cross Blue Shield of Arizona]
AZ,Greenlee,Marketplace QHP,Centene (Marketplace),Centene,FIPS 04011,,,205,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Arizona Complete Health]
AZ,Greenlee,Marketplace QHP,Blue Cross Blue Shield (BCBS — affiliate varies) (Marketplace),Blue Cross Blue Shield (BCBS — affiliate varies),FIPS 04011,,,52,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Blue Cross Blue Shield of Arizona]
AZ,La Paz,Marketplace QHP,Blue Cross Blue Shield (BCBS — affiliate varies) (Marketplace),Blue Cross Blue Shield (BCBS — affiliate varies),FIPS 04012,,,766,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Blue Cross Blue Shield of Arizona]
AZ,Maricopa,Marketplace QHP,Aetna (CVS Health) (Marketplace),Aetna (CVS Health),FIPS 04013,,,82938,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: BannerAetna]
AZ,Maricopa,Marketplace QHP,UnitedHealth Group (Marketplace),UnitedHealth Group,FIPS 04013,,,59916,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: UnitedHealthcare]
AZ,Maricopa,Marketplace QHP,Centene (Marketplace),Centene,FIPS 04013,,,43251,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Arizona Complete Health]
AZ,Maricopa,Marketplace QHP,Blue Cross Blue Shield (BCBS — affiliate varies) (Marketplace),Blue Cross Blue Shield (BCBS — affiliate varies),FIPS 04013,,,28904,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Blue Cross Blue Shield of Arizona]
AZ,Maricopa,Marketplace QHP,Oscar Health (Marketplace),Oscar Health,FIPS 04013,,,6425,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,"[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Oscar Health Plan, Inc.]"
AZ,Maricopa,Marketplace QHP,Cigna (Marketplace),Cigna,FIPS 04013,,,1962,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,"[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Cigna HealthCare of Arizona, Inc]"
AZ,Maricopa,Marketplace QHP,Medica (Marketplace),Medica,FIPS 04013,,,1542,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Medica]
AZ,Maricopa,Marketplace QHP,"Marketplace issuer: Imperial Insurance Companies, Inc. (Marketplace)","Marketplace issuer: Imperial Insurance Companies, Inc.",FIPS 04013,,,169,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,"[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Imperial Insurance Companies, Inc.]"
AZ,Mohave,Marketplace QHP,UnitedHealth Group (Marketplace),UnitedHealth Group,FIPS 04015,,,7412,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: UnitedHealthcare]
AZ,Mohave,Marketplace QHP,Blue Cross Blue Shield (BCBS — affiliate varies) (Marketplace),Blue Cross Blue Shield (BCBS — affiliate varies),FIPS 04015,,,4650,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Blue Cross Blue Shield of Arizona]
AZ,Navajo,Marketplace QHP,Blue Cross Blue Shield (BCBS — affiliate varies) (Marketplace),Blue Cross Blue Shield (BCBS — affiliate varies),FIPS 04017,,,4007,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Blue Cross Blue Shield of Arizona]
AZ,Pima,Marketplace QHP,Aetna (CVS Health) (Marketplace),Aetna (CVS Health),FIPS 04019,,,20357,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: BannerAetna]
AZ,Pima,Marketplace QHP,Blue Cross Blue Shield (BCBS — affiliate varies) (Marketplace),Blue Cross Blue Shield (BCBS — affiliate varies),FIPS 04019,,,10771,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Blue Cross Blue Shield of Arizona]
AZ,Pima,Marketplace QHP,Centene (Marketplace),Centene,FIPS 04019,,,8912,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Arizona Complete Health]
AZ,Pima,Marketplace QHP,UnitedHealth Group (Marketplace),UnitedHealth Group,FIPS 04019,,,8443,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: UnitedHealthcare]
AZ,Pima,Marketplace QHP,Oscar Health (Marketplace),Oscar Health,FIPS 04019,,,810,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,"[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Oscar Health Plan, Inc.]"
AZ,Pinal,Marketplace QHP,UnitedHealth Group (Marketplace),UnitedHealth Group,FIPS 04021,,,9067,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: UnitedHealthcare]
AZ,Pinal,Marketplace QHP,Centene (Marketplace),Centene,FIPS 04021,,,3681,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Arizona Complete Health]
AZ,Pinal,Marketplace QHP,Blue Cross Blue Shield (BCBS — affiliate varies) (Marketplace),Blue Cross Blue Shield (BCBS — affiliate varies),FIPS 04021,,,3547,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Blue Cross Blue Shield of Arizona]
AZ,Pinal,Marketplace QHP,Aetna (CVS Health) (Marketplace),Aetna (CVS Health),FIPS 04021,,,1654,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: BannerAetna]
AZ,Pinal,Marketplace QHP,Oscar Health (Marketplace),Oscar Health,FIPS 04021,,,781,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,"[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Oscar Health Plan, Inc.]"
AZ,Santa Cruz,Marketplace QHP,Blue Cross Blue Shield (BCBS — affiliate varies) (Marketplace),Blue Cross Blue Shield (BCBS — affiliate varies),FIPS 04023,,,942,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Blue Cross Blue Shield of Arizona]
AZ,Santa Cruz,Marketplace QHP,Centene (Marketplace),Centene,FIPS 04023,,,806,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Arizona Complete Health]
AZ,Santa Cruz,Marketplace QHP,Oscar Health (Marketplace),Oscar Health,FIPS 04023,,,656,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,"[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Oscar Health Plan, Inc.]"
AZ,Yavapai,Marketplace QHP,Blue Cross Blue Shield (BCBS — affiliate varies) (Marketplace),Blue Cross Blue Shield (BCBS — affiliate varies),FIPS 04025,,,11765,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Blue Cross Blue Shield of Arizona]
AZ,Yavapai,Marketplace QHP,Cigna (Marketplace),Cigna,FIPS 04025,,,746,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,"[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Cigna HealthCare of Arizona, Inc]"
AZ,Yavapai,Marketplace QHP,"Marketplace issuer: Imperial Insurance Companies, Inc. (Marketplace)","Marketplace issuer: Imperial Insurance Companies, Inc.",FIPS 04025,,,120,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,"[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Imperial Insurance Companies, Inc.]"
AZ,Yuma,Marketplace QHP,Blue Cross Blue Shield (BCBS — affiliate varies) (Marketplace),Blue Cross Blue Shield (BCBS — affiliate varies),FIPS 04027,,,3793,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Blue Cross Blue Shield of Arizona]
AZ,Yuma,Marketplace QHP,Aetna (CVS Health) (Marketplace),Aetna (CVS Health),FIPS 04027,,,2978,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: BannerAetna]
FL,Alachua,Marketplace QHP,Florida Blue (GuideWell) (Marketplace),Florida Blue (GuideWell),FIPS 12001,,,16620,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Florida Blue (BlueCross BlueShield FL) / Florida Blue HMO (a BlueCross BlueShield FL company)]
FL,Alachua,Marketplace QHP,Centene (Marketplace),Centene,FIPS 12001,,,15710,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Sunshine Health]
FL,Alachua,Marketplace QHP,Oscar Health (Marketplace),Oscar Health,FIPS 12001,,,1373,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Oscar Insurance Company of Florida]
FL,Alachua,Marketplace QHP,AvMed (Marketplace),AvMed,FIPS 12001,,,298,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: AvMed]
FL,Baker,Marketplace QHP,Centene (Marketplace),Centene,FIPS 12003,,,1617,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Sunshine Health]
FL,Baker,Marketplace QHP,Florida Blue (GuideWell) (Marketplace),Florida Blue (GuideWell),FIPS 12003,,,1315,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Florida Blue (BlueCross BlueShield FL) / Florida Blue HMO (a BlueCross BlueShield FL company)]
FL,Bay,Marketplace QHP,Florida Blue (GuideWell) (Marketplace),Florida Blue (GuideWell),FIPS 12005,,,15860,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Florida Blue (BlueCross BlueShield FL) / Florida Blue HMO (a BlueCross BlueShield FL company)]
FL,Bay,Marketplace QHP,Centene (Marketplace),Centene,FIPS 12005,,,10663,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Sunshine Health]
FL,Bay,Marketplace QHP,Oscar Health (Marketplace),Oscar Health,FIPS 12005,,,619,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Oscar Insurance Company of Florida]
FL,Bradford,Marketplace QHP,Centene (Marketplace),Centene,FIPS 12007,,,1717,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Sunshine Health]
FL,Bradford,Marketplace QHP,Florida Blue (GuideWell) (Marketplace),Florida Blue (GuideWell),FIPS 12007,,,1267,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Florida Blue HMO (a BlueCross BlueShield FL company)]
FL,Brevard,Marketplace QHP,Florida Blue (GuideWell) (Marketplace),Florida Blue (GuideWell),FIPS 12009,,,26303,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Florida Blue (BlueCross BlueShield FL) / Florida Health Care Plans / Florida Blue HMO (a BlueCross BlueShield FL company)]
FL,Brevard,Marketplace QHP,"Marketplace issuer: Health First Commercial Plans, Inc. (Marketplace)","Marketplace issuer: Health First Commercial Plans, Inc.",FIPS 12009,,,21840,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,"[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Health First Commercial Plans, Inc.]"
FL,Brevard,Marketplace QHP,Centene (Marketplace),Centene,FIPS 12009,,,19425,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Sunshine Health]
FL,Brevard,Marketplace QHP,UnitedHealth Group (Marketplace),UnitedHealth Group,FIPS 12009,,,2363,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: UnitedHealthcare]
FL,Brevard,Marketplace QHP,Aetna (CVS Health) (Marketplace),Aetna (CVS Health),FIPS 12009,,,1686,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Aetna CVS Health]
FL,Brevard,Marketplace QHP,Oscar Health (Marketplace),Oscar Health,FIPS 12009,,,1219,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Oscar Insurance Company of Florida]
FL,Broward,Marketplace QHP,Florida Blue (GuideWell) (Marketplace),Florida Blue (GuideWell),FIPS 12011,,,142573,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Florida Blue (BlueCross BlueShield FL) / Florida Blue HMO (a BlueCross BlueShield FL company)]
FL,Broward,Marketplace QHP,Aetna (CVS Health) (Marketplace),Aetna (CVS Health),FIPS 12011,,,129661,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Aetna CVS Health]
FL,Broward,Marketplace QHP,Oscar Health (Marketplace),Oscar Health,FIPS 12011,,,122674,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Oscar Insurance Company of Florida]
FL,Broward,Marketplace QHP,Centene (Marketplace),Centene,FIPS 12011,,,83327,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Sunshine Health]
FL,Broward,Marketplace QHP,UnitedHealth Group (Marketplace),UnitedHealth Group,FIPS 12011,,,9180,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: UnitedHealthcare]
FL,Broward,Marketplace QHP,Molina Healthcare (Marketplace),Molina Healthcare,FIPS 12011,,,9055,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Molina Healthcare]
FL,Broward,Marketplace QHP,Cigna (Marketplace),Cigna,FIPS 12011,,,7005,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Cigna Healthcare]
FL,Broward,Marketplace QHP,AvMed (Marketplace),AvMed,FIPS 12011,,,1568,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: AvMed]
FL,Broward,Marketplace QHP,AmeriHealth Caritas (Marketplace),AmeriHealth Caritas,FIPS 12011,,,158,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: AmeriHealth Caritas Next]
FL,Calhoun,Marketplace QHP,Centene (Marketplace),Centene,FIPS 12013,,,699,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Sunshine Health]
FL,Calhoun,Marketplace QHP,Florida Blue (GuideWell) (Marketplace),Florida Blue (GuideWell),FIPS 12013,,,602,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Florida Blue (BlueCross BlueShield FL) / Capital Health Plan / Florida Blue HMO (a BlueCross BlueShield FL company)]
FL,Charlotte,Marketplace QHP,Florida Blue (GuideWell) (Marketplace),Florida Blue (GuideWell),FIPS 12015,,,10915,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Florida Blue (BlueCross BlueShield FL) / Florida Blue HMO (a BlueCross BlueShield FL company)]
FL,Charlotte,Marketplace QHP,Aetna (CVS Health) (Marketplace),Aetna (CVS Health),FIPS 12015,,,9253,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Aetna CVS Health]
FL,Charlotte,Marketplace QHP,Centene (Marketplace),Centene,FIPS 12015,,,1778,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Sunshine Health]
FL,Charlotte,Marketplace QHP,Oscar Health (Marketplace),Oscar Health,FIPS 12015,,,964,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Oscar Insurance Company of Florida]
FL,Citrus,Marketplace QHP,Florida Blue (GuideWell) (Marketplace),Florida Blue (GuideWell),FIPS 12017,,,11523,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Florida Blue (BlueCross BlueShield FL) / Florida Blue HMO (a BlueCross BlueShield FL company)]
FL,Citrus,Marketplace QHP,Centene (Marketplace),Centene,FIPS 12017,,,5633,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Sunshine Health]
FL,Citrus,Marketplace QHP,Oscar Health (Marketplace),Oscar Health,FIPS 12017,,,1096,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Oscar Insurance Company of Florida]
FL,Clay,Marketplace QHP,Florida Blue (GuideWell) (Marketplace),Florida Blue (GuideWell),FIPS 12019,,,12951,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Florida Blue (BlueCross BlueShield FL) / Florida Blue HMO (a BlueCross BlueShield FL company)]
FL,Clay,Marketplace QHP,Molina Healthcare (Marketplace),Molina Healthcare,FIPS 12019,,,5186,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Molina Healthcare]
FL,Clay,Marketplace QHP,Aetna (CVS Health) (Marketplace),Aetna (CVS Health),FIPS 12019,,,2727,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Aetna CVS Health]
FL,Clay,Marketplace QHP,Centene (Marketplace),Centene,FIPS 12019,,,1693,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Sunshine Health]
FL,Clay,Marketplace QHP,Oscar Health (Marketplace),Oscar Health,FIPS 12019,,,148,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Oscar Insurance Company of Florida]
FL,Collier,Marketplace QHP,Florida Blue (GuideWell) (Marketplace),Florida Blue (GuideWell),FIPS 12021,,,38041,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Florida Blue (BlueCross BlueShield FL) / Florida Blue HMO (a BlueCross BlueShield FL company)]
FL,Collier,Marketplace QHP,Aetna (CVS Health) (Marketplace),Aetna (CVS Health),FIPS 12021,,,17513,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Aetna CVS Health]
FL,Collier,Marketplace QHP,Centene (Marketplace),Centene,FIPS 12021,,,6010,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Sunshine Health]
FL,Collier,Marketplace QHP,Cigna (Marketplace),Cigna,FIPS 12021,,,3006,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Cigna Healthcare]
FL,Collier,Marketplace QHP,UnitedHealth Group (Marketplace),UnitedHealth Group,FIPS 12021,,,1754,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: UnitedHealthcare]
FL,Columbia,Marketplace QHP,Centene (Marketplace),Centene,FIPS 12023,,,5638,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Sunshine Health]
FL,Columbia,Marketplace QHP,Florida Blue (GuideWell) (Marketplace),Florida Blue (GuideWell),FIPS 12023,,,3442,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Florida Blue (BlueCross BlueShield FL) / Florida Blue HMO (a BlueCross BlueShield FL company)]
FL,DeSoto,Marketplace QHP,Aetna (CVS Health) (Marketplace),Aetna (CVS Health),FIPS 12027,,,1818,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Aetna CVS Health]
FL,DeSoto,Marketplace QHP,Centene (Marketplace),Centene,FIPS 12027,,,527,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Ambetter from Sunshine Health]
FL,DeSoto,Marketplace QHP,Florida Blue (GuideWell) (Marketplace),Florida Blue (GuideWell),FIPS 12027,,,352,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: Florida Blue HMO (a BlueCross BlueShield FL company)]
FL,DeSoto,Marketplace QHP,UnitedHealth Group (Marketplace),UnitedHealth Group,FIPS 12027,,,293,https://www.cms.gov/marketplace/resources/data/issuer-level-enrollment-data,2024,[source: 2024 CMS Issuer-Level Enrollment PUF; sample issuers: UnitedHealthcare]
